Rk,G,Date,Home,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,V25,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team
28,28,2016-12-20,,POR,W,126,121,40,72,.556,10,23,.435,36,43,.837,4,31,20,3,4,10,28,,44,86,.512,4,28,.143,29,40,.725,15,41,30,5,4,8,31,SAC
29,29,2016-12-21,@,UTA,W,94,93,34,74,.459,10,21,.476,16,24,.667,8,41,13,5,3,10,19,,33,74,.446,9,27,.333,18,22,.818,7,43,19,7,6,11,22,SAC
30,30,2016-12-23,@,MIN,W,109,105,42,80,.525,15,29,.517,10,14,.714,6,34,27,7,3,11,23,,36,79,.456,12,32,.375,21,26,.808,12,42,18,5,4,12,21,SAC
31,31,2016-12-26,,PHI,W,102,100,39,87,.448,7,25,.280,17,21,.810,13,42,24,11,4,19,19,,39,79,.494,9,25,.360,13,18,.722,8,38,20,13,5,22,23,SAC
32,32,2016-12-28,@,POR,L,89,102,31,79,.392,9,28,.321,18,23,.783,6,39,20,8,3,11,20,,35,74,.473,12,25,.480,20,22,.909,5,45,19,6,4,15,16,SAC
33,33,2016-12-31,,MEM,L,98,112,31,72,.431,11,28,.393,25,28,.893,11,39,17,6,3,12,12,,44,87,.506,17,35,.486,7,9,.778,12,40,25,6,3,7,20,SAC
34,34,2017-01-03,@,DEN,W,120,113,46,88,.523,11,29,.379,17,18,.944,5,33,26,7,2,8,13,,41,82,.500,18,38,.474,13,13,1.000,4,32,29,6,4,14,18,SAC
35,35,2017-01-04,,MIA,L,102,107,40,78,.513,8,20,.400,14,17,.824,4,26,26,8,3,16,28,,35,72,.486,12,28,.429,25,29,.862,7,39,24,8,9,18,20,SAC
36,36,2017-01-06,,LAC,L,98,106,36,87,.414,9,30,.300,17,22,.773,12,50,23,4,3,6,18,,39,84,.464,13,31,.419,15,21,.714,8,45,28,6,5,8,13,SAC
37,37,2017-01-08,,GSW,L,106,117,36,74,.486,11,28,.393,23,29,.793,1,31,21,13,5,18,17,,45,89,.506,10,29,.345,17,20,.850,13,46,33,11,6,17,22,SAC
38,38,2017-01-10,,DET,W,100,94,32,73,.438,13,23,.565,23,29,.793,12,45,21,6,3,16,17,,36,82,.439,12,27,.444,10,16,.625,8,35,14,12,9,12,24,SAC
39,39,2017-01-13,,CLE,L,108,120,42,80,.525,9,25,.360,15,19,.789,11,42,23,7,5,21,22,,44,87,.506,15,37,.405,17,22,.773,10,39,27,11,3,12,20,SAC
40,40,2017-01-15,,OKC,L,118,122,37,81,.457,9,25,.360,35,40,.875,14,44,24,13,6,22,29,,40,90,.444,9,28,.321,33,41,.805,17,44,20,14,4,19,28,SAC
41,41,2017-01-18,,IND,L,100,106,35,72,.486,9,21,.429,21,27,.778,10,36,28,9,5,21,22,,39,75,.520,7,21,.333,21,25,.840,8,32,22,11,3,14,21,SAC
42,42,2017-01-20,@,MEM,L,91,107,31,76,.408,6,29,.207,23,32,.719,5,35,18,9,6,10,21,,38,83,.458,11,28,.393,20,25,.800,15,58,21,6,4,15,24,SAC
43,43,2017-01-21,@,CHI,L,99,102,37,84,.440,9,26,.346,16,21,.762,9,40,20,7,5,9,23,,34,83,.410,6,17,.353,28,33,.848,14,48,22,7,7,11,18,SAC
44,44,2017-01-23,@,DET,W,109,104,40,82,.488,9,21,.429,20,26,.769,10,43,25,10,3,14,15,,41,82,.500,10,28,.357,12,17,.706,6,38,27,8,1,15,21,SAC
45,45,2017-01-25,@,CLE,W,116,112,43,95,.453,11,31,.355,19,22,.864,11,47,29,13,3,11,28,,40,82,.488,15,38,.395,17,34,.500,13,47,29,9,6,18,21,SAC
46,46,2017-01-27,@,IND,L,111,115,35,70,.500,13,25,.520,28,36,.778,10,43,22,7,1,19,30,,38,78,.487,10,28,.357,29,33,.879,7,29,19,14,4,10,24,SAC
47,47,2017-01-28,@,CHO,W,109,106,41,79,.519,11,27,.407,16,26,.615,8,38,27,6,5,9,23,,36,75,.480,12,37,.324,22,24,.917,7,34,24,4,7,11,25,SAC
48,48,2017-01-30,@,PHI,L,119,122,41,74,.554,13,29,.448,24,29,.828,9,33,31,7,3,20,28,,45,83,.542,11,31,.355,21,26,.808,9,29,32,13,2,14,18,SAC
49,49,2017-01-31,@,HOU,L,83,105,30,86,.349,8,29,.276,15,26,.577,10,45,22,9,7,11,17,,38,85,.447,14,45,.311,15,22,.682,11,60,28,4,4,14,24,SAC
50,50,2017-02-03,,PHO,L,103,105,38,85,.447,10,27,.370,17,22,.773,6,43,23,5,4,13,25,,32,77,.416,12,29,.414,29,35,.829,6,39,11,7,3,11,21,SAC
51,51,2017-02-04,,GSW,W,109,106,43,88,.489,7,23,.304,16,19,.842,8,46,25,11,4,16,18,,36,87,.414,15,44,.341,19,24,.792,7,40,22,10,10,17,17,SAC
52,52,2017-02-06,,CHI,L,107,112,41,79,.519,11,28,.393,14,16,.875,9,40,27,4,5,15,25,,43,81,.531,6,19,.316,20,31,.645,8,35,21,10,3,8,17,SAC
53,53,2017-02-08,,BOS,W,108,92,42,84,.500,10,25,.400,14,15,.933,4,40,24,11,1,14,18,,29,73,.397,10,32,.313,24,27,.889,7,39,18,8,2,17,19,SAC
54,54,2017-02-10,,ATL,W,108,107,38,80,.475,18,36,.500,14,21,.667,8,39,27,12,2,18,27,,36,71,.507,11,30,.367,24,31,.774,3,37,19,6,5,16,17,SAC
55,55,2017-02-12,,NOP,W,105,99,35,78,.449,11,31,.355,24,27,.889,8,46,23,11,5,19,18,,34,82,.415,13,31,.419,18,21,.857,6,36,23,10,2,17,23,SAC
56,56,2017-02-14,@,LAL,W,97,96,36,73,.493,7,24,.292,18,25,.720,7,38,23,9,3,17,12,,38,83,.458,12,29,.414,8,15,.533,13,43,22,10,3,17,21,SAC
57,57,2017-02-15,@,GSW,L,86,109,33,89,.371,7,24,.292,13,17,.765,12,50,23,4,6,18,17,,41,84,.488,13,36,.361,14,21,.667,6,46,32,10,10,8,16,SAC
58,58,2017-02-23,,DEN,W,116,100,46,88,.523,7,14,.500,17,19,.895,9,46,26,8,4,14,16,,39,88,.443,12,35,.343,10,14,.714,10,43,23,10,2,16,18,SAC
59,59,2017-02-25,,CHO,L,85,99,31,79,.392,11,28,.393,12,15,.800,9,41,18,3,6,14,19,,34,85,.400,14,38,.368,17,18,.944,13,50,26,10,3,10,13,SAC
60,60,2017-02-27,,MIN,L,88,102,36,82,.439,6,17,.353,10,15,.667,7,42,23,6,4,18,18,,40,95,.421,8,23,.348,14,20,.700,16,52,25,11,7,10,15,SAC
61,61,2017-03-01,,BRK,L,100,109,35,81,.432,11,22,.500,19,22,.864,10,38,12,8,3,15,28,,34,74,.459,11,28,.393,30,36,.833,10,43,16,8,2,18,25,SAC
62,62,2017-03-05,,UTA,L,109,110,43,83,.518,8,17,.471,15,20,.750,5,37,24,8,3,12,21,,41,90,.456,10,33,.303,18,27,.667,12,47,24,8,3,13,15,SAC
63,63,2017-03-06,@,DEN,L,96,108,36,83,.434,6,16,.375,18,21,.857,11,40,20,9,1,15,18,,37,74,.500,13,30,.433,21,28,.750,7,40,28,11,2,17,18,SAC
64,64,2017-03-08,@,SAS,L,104,114,42,86,.488,7,19,.368,13,16,.813,5,42,20,7,3,13,22,,42,84,.500,14,29,.483,16,21,.762,6,43,33,9,5,12,15,SAC
65,65,2017-03-10,,WAS,L,122,130,44,92,.478,12,23,.522,22,28,.786,8,40,27,5,1,10,21,,52,104,.500,9,26,.346,17,19,.895,12,52,29,7,5,9,22,SAC
66,66,2017-03-11,,DEN,L,92,105,36,82,.439,8,23,.348,12,20,.600,10,41,24,4,2,12,15,,40,85,.471,9,34,.265,16,18,.889,9,44,21,8,8,9,16,SAC
67,67,2017-03-13,,ORL,W,120,115,44,82,.537,16,30,.533,16,21,.762,2,41,24,8,6,15,14,,45,98,.459,13,34,.382,12,12,1.000,9,44,32,10,4,12,18,SAC
68,68,2017-03-15,@,PHO,W,107,101,38,79,.481,6,14,.429,25,34,.735,8,48,22,8,11,18,18,,43,107,.402,6,25,.240,9,14,.643,16,47,24,9,11,13,25,SAC
69,69,2017-03-18,@,OKC,L,94,110,35,85,.412,5,21,.238,19,23,.826,9,35,16,9,2,12,22,,41,82,.500,10,26,.385,18,25,.720,13,49,23,7,4,14,21,SAC
70,70,2017-03-19,@,SAS,L,102,118,41,83,.494,7,10,.700,13,17,.765,9,40,29,4,4,11,20,,43,87,.494,11,28,.393,21,27,.778,15,45,31,9,3,6,20,SAC
71,71,2017-03-22,,MIL,L,98,116,41,84,.488,10,26,.385,6,10,.600,8,37,19,6,6,12,15,,43,81,.531,16,35,.457,14,19,.737,7,38,28,9,4,10,11,SAC
72,72,2017-03-24,@,GSW,L,100,114,40,83,.482,10,21,.476,10,13,.769,6,37,27,7,4,19,16,,44,89,.494,10,31,.323,16,18,.889,13,44,37,14,8,12,15,SAC
73,73,2017-03-26,@,LAC,W,98,97,38,84,.452,13,28,.464,9,13,.692,6,46,23,5,4,12,25,,32,78,.410,10,29,.345,23,28,.821,6,45,20,7,2,9,14,SAC
74,74,2017-03-27,,MEM,W,91,90,31,67,.463,6,25,.240,23,30,.767,8,36,16,4,6,11,23,,31,90,.344,5,26,.192,23,29,.793,19,45,15,4,2,7,18,SAC
75,75,2017-03-29,,UTA,L,82,112,34,75,.453,2,15,.133,12,18,.667,2,32,14,7,1,13,17,,42,79,.532,13,31,.419,15,19,.789,7,43,22,10,3,11,18,SAC
76,76,2017-03-31,@,NOP,L,89,117,35,90,.389,6,20,.300,13,17,.765,14,52,18,7,6,20,17,,46,95,.484,10,33,.303,15,19,.789,10,45,28,16,12,12,13,SAC
77,77,2017-04-01,@,MIN,W,123,117,44,78,.564,11,19,.579,24,33,.727,7,40,27,5,4,17,27,,39,87,.448,9,27,.333,30,38,.789,10,41,27,8,4,10,23,SAC
78,78,2017-04-04,,DAL,W,98,87,36,81,.444,12,22,.545,14,17,.824,11,51,17,11,2,18,10,,32,80,.400,12,43,.279,11,14,.786,8,39,21,9,9,16,13,SAC
79,79,2017-04-07,@,LAL,L,94,98,38,75,.507,8,20,.400,10,13,.769,10,40,27,5,6,23,19,,38,86,.442,4,24,.167,18,25,.720,16,41,20,12,1,14,15,SAC
80,80,2017-04-09,,HOU,L,128,135,47,94,.500,9,31,.290,25,30,.833,7,38,26,8,2,5,18,,45,80,.563,18,43,.419,27,31,.871,5,41,26,3,2,16,22,SAC
81,81,2017-04-11,,PHO,W,129,104,43,83,.518,9,19,.474,34,43,.791,8,55,28,7,2,13,23,,41,109,.376,8,30,.267,14,24,.583,18,48,19,8,3,9,23,SAC
82,82,2017-04-12,@,LAC,L,95,115,40,81,.494,5,11,.455,10,14,.714,7,37,27,2,1,10,18,,43,83,.518,10,28,.357,19,25,.760,11,43,29,4,6,6,15,SAC
1,1,2016-10-25,@,GSW,W,129,100,47,98,.480,12,24,.500,23,26,.885,21,55,25,13,3,13,19,,40,85,.471,7,33,.212,13,18,.722,8,35,24,11,6,16,19,SAS
2,2,2016-10-27,@,SAC,W,102,94,36,79,.456,6,18,.333,24,27,.889,9,40,23,10,8,9,26,,28,70,.400,6,20,.300,32,38,.842,6,40,22,7,0,15,21,SAS
3,3,2016-10-29,,NOP,W,98,79,35,83,.422,10,24,.417,18,23,.783,6,50,21,6,7,9,15,,32,86,.372,4,22,.182,11,15,.733,7,45,14,6,5,9,19,SAS
4,4,2016-10-30,@,MIA,W,106,99,37,82,.451,10,18,.556,22,26,.846,14,44,20,4,5,15,26,,37,80,.463,7,20,.350,18,26,.692,6,36,19,7,6,12,24,SAS
5,5,2016-11-01,,UTA,L,91,106,33,76,.434,6,20,.300,19,21,.905,4,34,19,6,5,9,15,,38,76,.500,15,31,.484,15,18,.833,2,39,22,5,8,10,20,SAS
6,6,2016-11-04,@,UTA,W,100,86,37,83,.446,6,20,.300,20,22,.909,9,49,17,9,8,11,25,,30,80,.375,11,26,.423,15,24,.625,9,42,15,7,4,12,19,SAS
7,7,2016-11-05,,LAC,L,92,116,30,74,.405,10,25,.400,22,25,.880,7,40,19,5,5,15,18,,47,91,.516,9,23,.391,13,14,.929,7,41,24,8,6,8,19,SAS
8,8,2016-11-09,,HOU,L,99,101,33,84,.393,7,23,.304,26,30,.867,10,39,22,14,5,10,15,,37,78,.474,10,30,.333,17,22,.773,8,45,25,7,4,19,24,SAS
9,9,2016-11-11,,DET,W,96,86,36,81,.444,9,20,.450,15,19,.789,10,45,24,8,2,8,13,,32,76,.421,5,25,.200,17,21,.810,9,42,14,2,4,11,14,SAS
10,10,2016-11-12,@,HOU,W,106,100,41,76,.539,5,18,.278,19,24,.792,2,35,21,6,11,10,19,,34,89,.382,15,47,.319,17,21,.810,16,46,22,6,4,14,19,SAS
11,11,2016-11-14,,MIA,W,94,90,33,82,.402,8,15,.533,20,27,.741,14,52,24,4,7,17,15,,37,84,.440,4,15,.267,12,21,.571,10,41,22,14,8,13,23,SAS
12,12,2016-11-16,@,SAC,W,110,105,43,88,.489,11,30,.367,13,17,.765,9,37,29,11,7,11,21,,36,76,.474,9,20,.450,24,31,.774,10,46,21,5,3,16,17,SAS
13,13,2016-11-18,@,LAL,W,116,107,44,78,.564,10,24,.417,18,19,.947,3,34,30,8,6,12,18,,39,87,.448,12,25,.480,17,21,.810,15,45,24,6,1,13,21,SAS
14,14,2016-11-21,,DAL,W,96,91,35,75,.467,8,20,.400,18,25,.720,8,39,24,9,1,13,18,,35,74,.473,8,27,.296,13,20,.650,10,40,16,10,3,17,23,SAS
15,15,2016-11-23,@,CHO,W,119,114,44,86,.512,13,31,.419,18,20,.900,8,34,28,9,8,9,18,,45,89,.506,11,20,.550,13,18,.722,12,44,30,3,3,15,16,SAS
16,16,2016-11-25,@,BOS,W,109,103,38,81,.469,11,24,.458,22,25,.880,13,45,24,4,8,16,12,,42,91,.462,12,34,.353,7,9,.778,8,36,32,8,4,10,21,SAS
17,17,2016-11-26,@,WAS,W,112,100,40,75,.533,9,24,.375,23,29,.793,6,38,22,7,6,14,17,,42,88,.477,6,22,.273,10,14,.714,12,40,21,11,1,12,26,SAS
18,18,2016-11-29,,ORL,L,83,95,28,76,.368,5,20,.250,22,26,.846,10,45,19,9,4,18,17,,39,86,.453,6,15,.400,11,12,.917,9,40,25,12,4,13,21,SAS
19,19,2016-11-30,@,DAL,W,94,87,33,71,.465,11,19,.579,17,24,.708,7,42,16,7,6,11,11,,33,77,.429,10,30,.333,11,14,.786,8,37,16,5,3,11,18,SAS
20,20,2016-12-02,,WAS,W,107,105,39,80,.488,8,20,.400,21,33,.636,12,37,27,11,4,15,17,,41,81,.506,7,11,.636,16,18,.889,9,43,25,13,3,18,26,SAS
21,21,2016-12-05,@,MIL,W,97,96,40,93,.430,8,28,.286,9,14,.643,12,46,26,6,5,14,22,,30,73,.411,6,24,.250,30,34,.882,7,43,16,4,7,14,16,SAS
22,22,2016-12-06,@,MIN,W,105,91,39,74,.527,11,24,.458,16,19,.842,3,35,21,8,3,11,20,,36,82,.439,7,20,.350,12,18,.667,11,41,19,4,2,15,20,SAS
23,23,2016-12-08,@,CHI,L,91,95,39,97,.402,9,28,.321,4,5,.800,11,43,21,12,8,12,18,,35,80,.438,4,17,.235,21,27,.778,11,51,24,7,5,20,13,SAS
24,24,2016-12-10,,BRK,W,130,101,50,94,.532,14,26,.538,16,18,.889,8,49,38,11,7,10,18,,36,87,.414,7,27,.259,22,25,.880,11,47,21,6,2,16,16,SAS
25,25,2016-12-14,,BOS,W,108,101,44,80,.550,8,22,.364,12,14,.857,5,38,33,9,3,16,17,,37,84,.440,10,31,.323,17,20,.850,8,35,25,12,3,12,13,SAS
26,26,2016-12-15,@,PHO,W,107,92,39,74,.527,5,16,.313,24,26,.923,9,50,19,6,2,20,20,,34,85,.400,10,27,.370,14,18,.778,11,35,15,9,3,13,25,SAS
27,27,2016-12-18,,NOP,W,113,100,42,86,.488,11,22,.500,18,22,.818,12,49,31,6,6,13,15,,41,89,.461,10,26,.385,8,14,.571,8,37,29,8,6,10,17,SAS
28,28,2016-12-20,@,HOU,W,102,100,36,77,.468,12,23,.522,18,25,.720,10,43,21,13,5,19,17,,35,92,.380,6,38,.158,24,27,.889,20,51,22,10,5,16,17,SAS
29,29,2016-12-22,@,LAC,L,101,106,37,92,.402,6,19,.316,21,25,.840,18,55,19,8,7,12,23,,39,83,.470,11,28,.393,17,22,.773,6,40,18,8,6,12,22,SAS
30,30,2016-12-23,@,POR,W,110,90,39,78,.500,12,20,.600,20,21,.952,13,45,19,9,3,12,17,,35,79,.443,12,30,.400,8,16,.500,10,33,21,8,2,15,19,SAS
31,31,2016-12-25,,CHI,W,119,100,48,85,.565,9,18,.500,14,19,.737,11,43,30,7,3,13,19,,39,86,.453,7,18,.389,15,20,.750,14,38,20,9,1,14,19,SAS
32,32,2016-12-28,,PHO,W,119,98,47,87,.540,5,17,.294,20,25,.800,16,46,20,11,7,16,20,,36,74,.486,7,16,.438,19,24,.792,7,33,20,11,4,21,25,SAS
33,33,2016-12-30,,POR,W,110,94,39,78,.500,11,22,.500,21,25,.840,11,48,22,7,5,16,18,,35,77,.455,6,20,.300,18,21,.857,2,25,19,10,3,11,23,SAS
34,34,2017-01-01,@,ATL,L,112,114,42,90,.467,9,27,.333,19,22,.864,9,47,27,5,6,12,21,,42,92,.457,14,28,.500,16,27,.593,11,46,25,6,6,11,21,SAS
35,35,2017-01-03,,TOR,W,110,82,43,78,.551,13,24,.542,11,15,.733,6,43,32,7,15,15,18,,31,83,.373,4,18,.222,16,22,.727,14,43,8,8,4,12,17,SAS
36,36,2017-01-05,@,DEN,W,127,99,51,90,.567,12,24,.500,13,17,.765,7,41,34,5,8,7,15,,39,86,.453,7,25,.280,14,17,.824,11,38,25,7,3,13,17,SAS
37,37,2017-01-07,,CHO,W,102,85,36,89,.404,13,34,.382,17,20,.850,9,43,29,9,8,7,21,,30,75,.400,4,21,.190,21,25,.840,8,48,18,5,4,15,14,SAS
38,38,2017-01-10,,MIL,L,107,109,42,88,.477,12,30,.400,11,14,.786,13,41,22,5,7,14,10,,44,84,.524,10,19,.526,11,13,.846,11,38,32,8,6,12,18,SAS
39,39,2017-01-12,,LAL,W,134,94,49,81,.605,10,21,.476,26,29,.897,7,46,32,5,5,12,20,,35,85,.412,6,20,.300,18,25,.720,9,29,23,6,3,9,25,SAS
40,40,2017-01-14,@,PHO,L,105,108,36,71,.507,9,20,.450,24,34,.706,6,33,15,8,1,16,18,,39,85,.459,8,21,.381,22,24,.917,15,45,18,10,0,15,30,SAS
41,41,2017-01-17,,MIN,W,122,114,43,84,.512,8,18,.444,28,35,.800,6,34,27,9,3,7,29,,36,73,.493,6,13,.462,36,41,.878,6,39,26,5,6,18,22,SAS
42,42,2017-01-19,,DEN,W,118,104,44,86,.512,9,22,.409,21,25,.840,6,43,28,12,5,7,19,,37,91,.407,10,31,.323,20,26,.769,11,43,27,5,7,15,19,SAS
43,43,2017-01-21,@,CLE,W,118,115,48,96,.500,10,26,.385,12,14,.857,10,46,32,6,6,13,22,,45,91,.495,13,34,.382,12,22,.545,11,47,25,7,1,18,16,SAS
44,44,2017-01-23,@,BRK,W,112,86,45,95,.474,9,22,.409,13,16,.813,13,50,22,7,5,8,17,,32,81,.395,5,25,.200,17,18,.944,5,38,14,2,5,16,18,SAS
45,45,2017-01-24,@,TOR,W,108,106,38,85,.447,7,24,.292,25,33,.758,6,36,20,7,6,12,18,,38,84,.452,6,25,.240,24,28,.857,10,45,10,9,8,13,25,SAS
46,46,2017-01-27,@,NOP,L,103,119,33,85,.388,12,28,.429,25,29,.862,12,44,20,10,4,12,13,,48,93,.516,13,30,.433,10,14,.714,14,53,29,8,6,14,20,SAS
47,47,2017-01-29,,DAL,L,101,105,39,83,.470,8,22,.364,15,23,.652,5,45,26,2,4,11,20,,39,87,.448,12,34,.353,15,16,.938,6,41,20,6,5,6,19,SAS
48,48,2017-01-31,,OKC,W,108,94,37,86,.430,7,21,.333,27,38,.711,10,50,16,12,13,17,25,,30,85,.353,7,28,.250,27,32,.844,12,50,21,12,7,20,30,SAS
49,49,2017-02-02,,PHI,W,102,86,38,89,.427,6,21,.286,20,27,.741,14,59,26,13,9,19,20,,30,88,.341,9,25,.360,17,23,.739,12,46,21,10,5,21,23,SAS
50,50,2017-02-04,,DEN,W,121,97,45,79,.570,10,21,.476,21,26,.808,7,38,29,13,8,14,15,,41,92,.446,10,26,.385,5,10,.500,16,42,22,7,1,21,19,SAS
51,51,2017-02-06,@,MEM,L,74,89,30,82,.366,4,19,.211,10,18,.556,11,44,11,8,6,16,20,,32,81,.395,4,19,.211,21,25,.840,15,50,18,8,11,13,17,SAS
52,52,2017-02-08,@,PHI,W,111,103,39,74,.527,11,22,.500,22,25,.880,6,48,24,2,6,15,22,,34,84,.405,13,34,.382,22,29,.759,7,35,23,8,2,5,19,SAS
53,53,2017-02-10,@,DET,W,103,92,41,82,.500,9,19,.474,12,15,.800,11,52,27,4,5,18,18,,39,92,.424,5,17,.294,9,13,.692,7,35,22,8,3,10,15,SAS
54,54,2017-02-12,@,NYK,L,90,94,33,91,.363,6,29,.207,18,22,.818,21,46,17,11,1,11,16,,34,68,.500,9,14,.643,17,21,.810,5,44,18,5,8,19,19,SAS
55,55,2017-02-13,@,IND,W,110,106,40,87,.460,7,15,.467,23,27,.852,12,49,18,7,4,11,22,,38,78,.487,9,20,.450,21,30,.700,6,37,21,8,3,11,23,SAS
56,56,2017-02-15,@,ORL,W,107,79,42,89,.472,8,31,.258,15,19,.789,11,50,25,12,8,12,16,,30,76,.395,4,18,.222,15,19,.789,5,33,15,5,5,17,19,SAS
57,57,2017-02-24,@,LAC,W,105,97,35,82,.427,9,26,.346,26,30,.867,15,51,23,9,7,13,21,,35,79,.443,7,23,.304,20,24,.833,8,36,18,9,2,12,26,SAS
58,58,2017-02-26,@,LAL,W,119,98,49,94,.521,10,21,.476,11,13,.846,13,46,37,12,5,12,15,,40,87,.460,7,22,.318,11,18,.611,13,44,16,8,2,18,18,SAS
59,59,2017-03-01,,IND,W,100,99,35,74,.473,9,29,.310,21,24,.875,6,36,20,8,7,18,21,,37,81,.457,7,23,.304,18,25,.720,13,41,22,13,1,17,26,SAS
60,60,2017-03-03,@,NOP,W,101,98,40,95,.421,6,27,.222,15,25,.600,11,53,20,6,4,11,22,,35,91,.385,8,25,.320,20,24,.833,8,48,20,2,2,16,22,SAS
61,61,2017-03-04,,MIN,W,97,90,38,94,.404,6,24,.250,15,24,.625,17,49,16,10,8,12,17,,35,89,.393,4,16,.250,16,22,.727,16,55,24,6,3,14,20,SAS
62,62,2017-03-06,,HOU,W,112,110,40,88,.455,11,28,.393,21,23,.913,9,44,24,6,6,9,13,,41,88,.466,14,39,.359,14,17,.824,7,43,19,3,3,12,20,SAS
63,63,2017-03-08,,SAC,W,114,104,42,84,.500,14,29,.483,16,21,.762,6,43,33,9,5,12,15,,42,86,.488,7,19,.368,13,16,.813,5,42,20,7,3,13,22,SAS
64,64,2017-03-09,@,OKC,L,92,102,35,84,.417,6,19,.316,16,20,.800,13,41,15,8,8,15,16,,41,89,.461,6,20,.300,14,21,.667,15,48,23,10,3,11,22,SAS
65,65,2017-03-11,,GSW,W,107,85,40,77,.519,12,27,.444,15,18,.833,7,46,27,6,7,18,18,,33,92,.359,5,17,.294,14,23,.609,20,49,19,10,4,15,16,SAS
66,66,2017-03-13,,ATL,W,107,99,39,81,.481,16,34,.471,13,17,.765,7,44,31,6,9,21,22,,37,81,.457,6,22,.273,19,30,.633,6,36,27,13,3,16,20,SAS
67,67,2017-03-15,,POR,L,106,110,42,88,.477,11,26,.423,11,15,.733,10,41,28,7,5,14,20,,38,80,.475,9,22,.409,25,28,.893,8,39,21,10,1,11,16,SAS
68,68,2017-03-18,@,MEM,L,96,104,33,75,.440,9,28,.321,21,22,.955,9,42,18,2,5,15,25,,32,76,.421,13,30,.433,27,31,.871,7,35,20,7,3,10,18,SAS
69,69,2017-03-19,,SAC,W,118,102,43,87,.494,11,28,.393,21,27,.778,15,45,31,9,3,6,20,,41,83,.494,7,10,.700,13,17,.765,9,40,29,4,4,11,20,SAS
70,70,2017-03-21,@,MIN,W,100,93,37,77,.481,8,24,.333,18,22,.818,9,33,22,12,5,15,19,,32,72,.444,7,15,.467,22,25,.880,12,39,20,10,2,23,24,SAS
71,71,2017-03-23,,MEM,W,97,90,37,77,.481,8,26,.308,15,23,.652,6,35,26,6,5,6,19,,34,78,.436,10,29,.345,12,15,.800,10,42,18,4,4,13,18,SAS
72,72,2017-03-25,,NYK,W,106,98,45,99,.455,10,25,.400,6,8,.750,16,50,28,11,6,14,18,,41,87,.471,3,10,.300,13,15,.867,12,45,24,6,5,16,16,SAS
73,73,2017-03-27,,CLE,W,103,74,41,86,.477,7,26,.269,14,17,.824,10,52,24,11,7,12,18,,31,83,.373,4,26,.154,8,13,.615,9,40,20,8,2,16,20,SAS
74,74,2017-03-29,,GSW,L,98,110,34,83,.410,9,24,.375,21,26,.808,16,42,20,9,9,15,12,,43,85,.506,13,26,.500,11,11,1.000,10,35,31,7,7,15,22,SAS
75,75,2017-03-31,@,OKC,W,100,95,37,85,.435,9,27,.333,17,27,.630,13,41,23,8,11,13,23,,33,81,.407,6,21,.286,23,27,.852,13,46,21,7,3,18,21,SAS
76,76,2017-04-02,,UTA,W,109,103,40,77,.519,10,19,.526,19,22,.864,8,42,26,7,6,13,17,,43,89,.483,9,24,.375,8,13,.615,12,36,24,6,8,10,18,SAS
77,77,2017-04-04,,MEM,W,95,89,35,80,.438,11,21,.524,14,18,.778,8,46,22,8,6,15,20,,35,89,.393,8,25,.320,11,18,.611,12,50,26,9,2,15,20,SAS
78,78,2017-04-05,,LAL,L,95,102,39,89,.438,13,35,.371,4,6,.667,7,37,28,8,8,14,13,,42,86,.488,7,14,.500,11,14,.786,8,47,23,8,5,16,13,SAS
79,79,2017-04-07,@,DAL,W,102,89,40,96,.417,9,28,.321,13,22,.591,16,58,26,6,5,6,11,,38,88,.432,8,26,.308,5,8,.625,6,44,26,1,8,9,17,SAS
80,80,2017-04-08,,LAC,L,87,98,34,80,.425,8,22,.364,11,14,.786,7,40,20,3,3,13,17,,42,84,.500,6,22,.273,8,14,.571,8,45,21,8,7,6,15,SAS
81,81,2017-04-10,@,POR,L,98,99,38,83,.458,8,21,.381,14,20,.700,13,47,17,4,9,15,15,,37,89,.416,12,27,.444,13,15,.867,12,42,18,6,3,9,17,SAS
82,82,2017-04-12,@,UTA,L,97,101,39,86,.453,8,21,.381,11,13,.846,15,42,16,12,2,15,17,,39,77,.506,10,26,.385,13,20,.650,7,36,24,10,5,16,16,SAS
1,1,2016-10-26,,DET,W,109,91,41,86,.477,3,18,.167,24,29,.828,14,51,17,8,0,11,22,,35,84,.417,4,22,.182,17,22,.773,8,40,17,8,0,13,24,TOR
2,2,2016-10-28,,CLE,L,91,94,35,90,.389,4,16,.250,17,18,.944,18,51,12,9,3,18,20,,33,79,.418,12,32,.375,16,22,.727,9,40,20,8,3,17,15,TOR
3,3,2016-10-31,,DEN,W,105,102,41,88,.466,4,16,.250,19,25,.760,11,43,16,7,9,7,28,,33,81,.407,9,22,.409,27,35,.771,11,46,14,2,9,8,18,TOR
4,4,2016-11-02,@,WAS,W,113,103,43,77,.558,10,25,.400,17,25,.680,4,31,21,16,2,13,24,,42,72,.583,3,10,.300,16,24,.667,6,36,21,8,5,20,20,TOR
5,5,2016-11-04,,MIA,W,96,87,37,84,.440,6,25,.240,16,18,.889,13,50,14,7,5,15,16,,34,88,.386,9,28,.321,10,15,.667,12,43,19,10,5,13,22,TOR
